car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Toyota Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100.0,8,525000
Hyundai i10,10,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000
Hyundai Grand,6,10000,Individual,Petrol,Manual,18.9,1197,82.0,5,350000
Hyundai i20,10,71000,Dealer,Diesel,Manual,22.54,1396,88.76,5,329000
Maruti Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
Honda City,5,129000,Dealer,Petrol,Manual,17.8,1497,117.3,5,725000
Volkswagen Polo,3,9339,Dealer,Petrol,Manual,18.78,999,75.0,5,750000
Hyundai i20,3,40000,Individual,Petrol,Automatic,17.4,1197,81.86,5,790000
Mercedes-Benz C-Class,10,10948,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1350000
Maruti S-Presso,2,5000,Individual,Petrol,Manual,21.7,998,67.0,5,420000
Mahindra Marazzo,2,50000,Individual,Diesel,Manual,17.3,1497,121.0,8,1450000
Honda City,4,24024,Dealer,Petrol,Manual,17.8,1497,117.3,5,750000
Toyota Fortuner,9,150000,Dealer,Diesel,Automatic,11.5,2982,169.0,7,1400000
Honda City,8,80400,Dealer,Petrol,Automatic,16.8,1497,116.4,5,550000
Hyundai Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,1150000
Renault KWID,4,10000,Individual,Petrol,Manual,23.01,999,67.0,5,400000
Honda Civic,11,100000,Individual,Petrol,Automatic,12.9,1799,130.0,5,275000
Tata Harrier,2,16700,Dealer,Diesel,Manual,17.0,1956,138.1,5,1725000
Hyundai Elantra,7,62000,Dealer,Diesel,Automatic,14.62,1493,113.42,5,690000
Maruti XL6,2,12005,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1200000
Maruti Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
Ford Ecosport,4,29104,Trustmark Dealer,Petrol,Manual,15.9,1496,120.69,5,625000
Volkswagen Polo,10,78800,Dealer,Diesel,Manual,22.07,1199,73.9,5,220000
Maruti Ciaz,6,67927,Dealer,Petrol,Manual,20.73,1373,91.1,5,650000
Mahindra Bolero,13,500000,Individual,Diesel,Manual,13.6,2523,63.0,7,200000
Tata Tiago,4,60000,Individual,Petrol,Manual,23.84,1199,84.0,5,380000
Maruti Alto,6,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,245000
Hyundai Verna,2,22000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1375000
Datsun GO,5,52000,Individual,Petrol,Manual,19.44,1198,67.0,7,320000
Maruti Baleno,5,52427,Dealer,Petrol,Automatic,21.4,1197,83.1,5,590000
Maruti Swift Dzire,3,70000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000
Skoda Superb,8,49944,Dealer,Petrol,Manual,13.14,1798,160.0,5,470000
Hyundai Verna,9,60002,Dealer,Diesel,Automatic,16.2,1493,110.0,5,550000
Maruti Swift,12,63000,Dealer,Petrol,Manual,16.1,1197,85.0,5,220000
Honda Amaze,2,4387,Dealer,Petrol,Manual,17.8,1198,86.7,5,685000
Maruti Ignis,4,8000,Individual,Petrol,Manual,20.89,1197,81.8,5,420000
Toyota Innova,3,48000,Dealer,Petrol,Automatic,10.75,2694,163.7,7,1790000
Hyundai Verna,10,58222,Dealer,Diesel,Manual,22.32,1582,126.32,5,421000
Maruti Swift,8,108000,Dealer,Diesel,Manual,22.9,1248,74.0,5,485000
Maruti Swift,6,106452,Dealer,Diesel,Manual,22.9,1248,74.0,5,525000
Maruti Vitara,5,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
Maruti Wagon R,6,15000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
Renault Duster,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,460000
Maruti Baleno,2,5000,Individual,Petrol,Manual,21.4,1197,83.1,5,610000
Maruti Wagon R,5,39000,Individual,Petrol,Automatic,20.51,998,67.0,5,395000
Mercedes-Benz C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,775000
Hyundai i20,5,20000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Toyota Innova,6,950000,Dealer,Diesel,Manual,12.99,2494,100.6,7,950000
Volkswagen Vento,8,50000,Dealer,Diesel,Manual,22.27,1498,108.6,5,399000
Mahindra XUV300,2,30000,Individual,Petrol,Manual,17.0,1197,110.0,5,1130000
Toyota Innova,3,135000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1800000
Volkswagen Vento,11,41000,Dealer,Diesel,Manual,20.54,1598,103.6,5,285000
Maruti Swift,4,36000,Dealer,Petrol,Manual,21.21,1197,81.8,5,575000
Volkswagen Polo,7,28492,Dealer,Petrol,Manual,16.47,1198,74.0,5,400000
Maruti Celerio,2,40000,Dealer,CNG,Manual,30.47,998,58.33,5,465000
Renault KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67.0,5,310000
BMW X5,5,15000,Individual,Diesel,Automatic,15.97,2993,258.0,5,5000000
Ford Ecosport,7,81360,Dealer,Diesel,Manual,22.7,1498,89.84,5,451000
Ford Figo,11,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000
Maruti Swift,6,78000,Dealer,Diesel,Manual,25.2,1248,74.0,5,465000
Jeep Wrangler,2,32000,Dealer,Petrol,Automatic,9.5,3604,280.0,5,5600000
Mahindra KUV100,3,79814,Individual,Petrol,Manual,18.15,1198,82.0,6,500000
Maruti Swift Dzire,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000
Hyundai Grand,5,20000,Dealer,Petrol,Manual,18.9,1197,82.0,5,500000
Maruti Swift Dzire,10,86000,Individual,Diesel,Manual,19.3,1248,73.9,5,420000
Hyundai i10,7,36976,Dealer,LPG,Manual,19.2,1086,68.05,5,259000
Honda City,6,70000,Individual,Diesel,Manual,26.0,1498,98.6,5,650000
Tata Tigor,3,50000,Individual,Petrol,Manual,20.3,1199,84.0,5,410000
Mahindra Bolero,6,78028,Dealer,Diesel,Manual,15.96,2523,62.1,7,635000
Maruti Alto,4,28000,Dealer,Petrol,Manual,24.7,796,47.3,5,340000
Hyundai i10,7,57723,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000
Skoda Octavia,8,76000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,780000
Maruti Baleno,5,31600,Dealer,Petrol,Manual,21.4,1197,83.1,5,532000
BMW 3,9,60000,Individual,Diesel,Automatic,16.07,1995,181.0,4,950000
Honda Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000
Tata Nexon,2,25000,Individual,Diesel,Manual,21.5,1497,108.5,5,750000
Hyundai i20,3,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000
Tata Hexa,3,46000,Individual,Diesel,Manual,17.6,2179,153.86,7,1225000
Skoda Rapid,4,35000,Dealer,Petrol,Automatic,14.84,1598,103.2,5,795000
Hyundai Santro,2,5000,Dealer,Petrol,Manual,20.3,1086,68.0,5,600000
Maruti Ertiga,6,77100,Dealer,Petrol,Manual,16.02,1373,93.7,7,550000
Hyundai i20,3,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,598000
Datsun RediGO,3,15000,Individual,Petrol,Manual,22.5,999,68.0,5,365000
Renault Duster,7,101895,Dealer,Diesel,Manual,20.45,1461,83.8,5,412000
Toyota Fortuner,8,140305,Dealer,Diesel,Manual,11.5,2982,171.0,7,1375000
Hyundai Grand,3,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,520000
Maruti Swift Dzire,9,80000,Individual,Petrol,Manual,17.5,1197,85.8,5,400000
Maruti Alto,7,37604,Dealer,Petrol,Manual,20.92,998,67.1,5,300000
Maruti Wagon R,16,40000,Individual,Petrol,Manual,18.9,998,67.1,5,75000
Maruti Swift Dzire,4,30798,Dealer,Diesel,Automatic,28.4,1248,74.02,5,835000
Tata Tiago,4,9000,Individual,Petrol,Manual,23.84,1199,84.0,5,410000
MG Hector,2,35803,Dealer,Diesel,Manual,17.41,1956,167.68,5,2075000
Maruti Baleno,4,60881,Dealer,Diesel,Manual,27.39,1248,74.0,5,730000
Maruti Vitara,4,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,760000
BMW 3,9,61000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1345000
Honda City,11,54000,Individual,Petrol,Automatic,16.8,1497,118.0,5,310000
Honda City,11,68000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000
Honda City,3,27000,Individual,Diesel,Manual,25.6,1498,97.9,5,1175000
Hyundai i10,10,70000,Dealer,Petrol,Manual,19.81,1086,68.05,5,199000
Maruti Eeco,5,64850,Individual,CNG,Manual,21.94,1196,61.7,5,320000
Volkswagen Vento,6,80000,Individual,Diesel,Manual,20.34,1498,103.2,5,600000
Honda City,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,660000
Honda Civic,2,1923,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2200000
Hyundai Verna,3,30000,Individual,Petrol,Manual,17.0,1591,121.3,5,850000
Maruti Swift,9,123000,Individual,Diesel,Manual,22.9,1248,74.0,5,475000
BMW X3,2,8620,Dealer,Diesel,Automatic,18.56,1995,187.7,5,6100000
Honda Amaze,3,36951,Dealer,Diesel,Manual,24.7,1498,98.63,5,780000
Maruti Wagon R,11,80566,Dealer,Petrol,Manual,18.9,998,67.1,5,250000
Renault Duster,7,57000,Dealer,Diesel,Manual,20.46,1461,83.8,5,740000
Toyota Innova,4,94000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1550000
Honda Amaze,4,51000,Individual,Petrol,Manual,17.8,1198,86.7,5,600000
Maruti Wagon R,5,52000,Dealer,Petrol,Manual,20.51,998,67.04,5,300000
Tata Safari,2,30000,Individual,Diesel,Manual,14.1,2179,153.86,7,1270000
Ford Ecosport,5,175000,Individual,Diesel,Manual,22.77,1498,98.59,5,680000
Mahindra XUV500,9,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,611000
Hyundai i20,11,70000,Individual,Petrol,Manual,17.0,1197,80.0,5,200000
Honda City,14,75075,Dealer,Petrol,Manual,17.7,1497,78.0,5,200000
Volkswagen Vento,2,2700,Dealer,Petrol,Automatic,14.4,1598,103.6,5,1000000
Hyundai i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
Maruti Swift,9,38000,Dealer,Petrol,Manual,18.6,1197,85.8,5,320000
Honda City,6,83000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000
Maruti Swift,11,92182,Dealer,Diesel,Manual,17.8,1248,75.0,5,295000
Maruti Wagon R,9,54000,Dealer,Petrol,Manual,18.9,998,67.1,5,290000
Toyota Fortuner,3,11000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2925000
Maruti Vitara,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,600000
Mahindra Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,870000
BMW 3,8,87000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1175000
Volkswagen Polo,6,65817,Dealer,Diesel,Manual,20.14,1498,88.8,5,580000
Maruti Alto,5,70000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
Maruti Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
Hyundai i20,4,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000
Toyota Innova,13,132838,Individual,Diesel,Manual,12.8,2494,102.0,8,400000
Hyundai i10,9,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,311000
Hyundai Santro,3,5000,Individual,Petrol,Manual,20.3,1086,68.0,5,500000
Honda Civic,2,3000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,1750000
Tata Tiago,3,5381,Dealer,Petrol,Manual,23.84,1199,84.0,5,499000
Mahindra Scorpio,14,76600,Dealer,Diesel,Manual,10.5,2179,120.0,7,375000
Hyundai i10,12,84255,Dealer,Petrol,Manual,19.81,1086,68.05,5,215000
Honda City,7,66852,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000
Land Rover Rover,8,75000,Dealer,Diesel,Automatic,13.33,2993,244.1,5,7800000
Hyundai i20,6,76430,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
Volkswagen Vento,7,68000,Individual,Petrol,Manual,15.04,1598,103.2,5,440000
Maruti Baleno,2,9500,Dealer,Petrol,Manual,21.01,1197,81.8,5,585000
Hyundai Creta,2,25000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
Renault KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
Mahindra Bolero,11,199900,Individual,Diesel,Manual,13.6,2523,63.0,7,350000
Mercedes-Benz C-Class,10,59000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,925000
Hyundai i20,6,70000,Dealer,Diesel,Manual,22.54,1396,88.73,5,590000
BMW 3,8,75000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1100000
Maruti Baleno,4,21000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,680000
Maruti Ertiga,7,85321,Dealer,Diesel,Manual,20.77,1248,88.76,7,650000
Honda WR-V,3,58000,Individual,Diesel,Manual,25.5,1498,98.6,5,950000
Honda City,5,72560,Dealer,Petrol,Manual,17.8,1497,117.3,5,475000
Hyundai Verna,5,70000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,800000
Land Rover Rover,2,12000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,4000000
Maruti Alto,2,22987,Trustmark Dealer,Petrol,Manual,24.7,796,47.3,5,335000
Hyundai Creta,2,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,1150000
Mahindra Scorpio,10,60000,Individual,Diesel,Manual,12.05,2179,120.0,8,465000
Maruti Swift,3,25000,Individual,Petrol,Automatic,22.0,1197,81.8,5,630000
Renault Duster,7,65000,Dealer,Diesel,Manual,20.45,1461,83.8,5,450000
Maruti Ertiga,7,38000,Dealer,Petrol,Manual,16.02,1373,93.7,7,585000
Hyundai Santro,13,52000,Dealer,Petrol,Manual,17.92,1086,62.1,5,235000
Hyundai Creta,6,120000,Individual,Diesel,Automatic,17.01,1582,126.2,5,850000
Datsun RediGO,4,10000,Individual,Petrol,Manual,22.7,799,53.64,5,350000
Maruti Vitara,2,22000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,870000
Maruti Swift Dzire,6,56000,Dealer,Petrol,Manual,20.85,1197,83.14,5,425000
Maruti Swift Dzire,4,9691,Dealer,Diesel,Manual,28.4,1248,74.02,5,822000
Toyota Fortuner,10,175000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1075000
Maruti Wagon R,4,32013,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000
Maruti Celerio,7,35000,Individual,Petrol,Manual,23.1,998,67.04,5,350000
Maruti Celerio,8,26000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
Maruti Wagon R,5,30000,Dealer,CNG,Manual,26.2,998,58.2,5,375000
Hyundai Verna,3,35000,Individual,Diesel,Manual,22.0,1582,126.2,5,960000
Maruti Wagon R,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5,325000
Maruti Wagon R,6,50000,Individual,CNG,Manual,26.6,998,58.16,5,450000
Tata Tigor,3,35000,Individual,Petrol,Manual,20.3,1199,84.0,5,500000
Maruti Swift Dzire,8,82000,Dealer,Diesel,Manual,19.3,1248,73.9,5,489000
Volkswagen Polo,6,7000,Dealer,Petrol,Manual,16.47,1198,74.0,5,625000
Maruti Wagon R,5,37500,Individual,Petrol,Manual,20.51,998,67.04,5,350000
Hyundai i10,12,56700,Dealer,Petrol,Manual,20.36,1197,78.9,5,245000
Maruti Wagon R,7,135975,Dealer,CNG,Manual,33.54,998,67.04,5,295000
Maruti Swift,13,96000,Dealer,Diesel,Manual,17.8,1248,75.0,5,290000
Honda Amaze,4,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
Hyundai i20,4,18000,Dealer,Petrol,Manual,18.6,1197,81.83,5,725000
Maruti Celerio,3,18000,Individual,Petrol,Manual,21.63,998,67.0,5,460000
Mahindra Bolero,8,75000,Individual,Diesel,Manual,15.96,2523,62.1,7,521000
Maruti Alto,11,35000,Individual,Petrol,Manual,19.7,796,46.3,5,115000
Maruti Swift Dzire,12,94000,Dealer,Diesel,Manual,19.3,1248,73.9,5,255000
Ford Aspire,4,90000,Individual,Diesel,Manual,25.83,1498,99.0,5,530000
Hyundai i20,9,54000,Dealer,Petrol,Manual,18.5,1197,82.85,5,315000
Maruti Alto,2,10300,Individual,Petrol,Manual,24.7,796,47.3,5,300000
Mahindra Bolero,11,350000,Individual,Diesel,Manual,13.6,2523,63.0,7,325000
Maruti Ertiga,5,68500,Dealer,Petrol,Automatic,17.03,1373,91.1,7,765000
Maruti Alto,7,53000,Dealer,Petrol,Manual,23.95,998,67.05,5,290000
Hyundai i20,3,35575,Dealer,Diesel,Manual,22.54,1396,88.73,5,710000
Volkswagen Vento,6,32500,Dealer,Diesel,Manual,20.34,1498,103.2,5,459000
Maruti Alto,2,15000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
Maruti Alto,17,80000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
Hyundai i20,3,40000,Dealer,Diesel,Manual,21.9,1396,88.76,5,739000
Hyundai Grand,2,10000,Individual,Petrol,Automatic,18.9,1197,81.86,5,625000
Maruti Swift Dzire,6,57000,Dealer,Diesel,Manual,26.59,1248,74.0,5,525000
Honda City,7,58719,Dealer,Diesel,Manual,26.0,1498,98.6,5,670000
Toyota Innova,6,70000,Individual,Diesel,Manual,12.99,2494,100.6,7,1500000
Maruti Baleno,3,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,570000
Hyundai i10,7,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,220000
Maruti Vitara,3,25000,Dealer,Diesel,Manual,24.3,1248,88.5,5,885000
Honda City,6,51235,Dealer,Petrol,Automatic,18.0,1497,117.3,5,648000
Honda City,5,27275,Dealer,Petrol,Manual,17.4,1497,117.6,5,850000
Honda Amaze,7,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
Maruti Swift Dzire,6,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,620000
Hyundai Grand,5,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,460000
Maruti Ertiga,5,72447,Dealer,Diesel,Manual,24.52,1248,88.5,7,850000
Tata Nexon,3,50000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
Maruti Ciaz,2,27000,Dealer,Petrol,Manual,20.73,1373,91.1,5,848000
Maruti Celerio,4,22000,Dealer,Petrol,Automatic,23.1,998,67.04,5,475000
Ford Figo,10,150000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
Maruti Wagon R,6,40000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
Hyundai i20,9,60000,Individual,Diesel,Manual,21.9,1396,88.76,5,360000
Maruti Baleno,2,16780,Dealer,Petrol,Manual,21.01,1197,81.8,5,695000
Mercedes-Benz E-Class,9,67000,Dealer,Diesel,Automatic,10.0,2148,170.0,5,890000
Maruti Vitara,5,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
Hyundai Grand,8,23135,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
Volkswagen Polo,4,75500,Dealer,Diesel,Manual,20.14,1498,88.0,5,570000
Skoda Rapid,5,49000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,595000
Honda WR-V,4,86300,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000
Maruti Swift Dzire,9,154600,Individual,Diesel,Manual,19.3,1248,73.9,5,250000
Maruti Ertiga,8,72000,Dealer,Diesel,Manual,25.47,1248,88.5,7,475000
Maruti Swift,7,89000,Individual,Diesel,Manual,25.2,1248,74.0,5,350000
Mercedes-Benz E-Class,10,100000,Individual,Petrol,Manual,12.3,1796,185.0,5,950000
Ford Endeavour,5,70000,Dealer,Diesel,Manual,13.5,2198,157.7,7,2095000
Mahindra XUV500,9,120000,Individual,Diesel,Manual,15.1,2179,140.0,7,780000
Tata Safari,14,80000,Individual,Petrol,Manual,12.0,2092,127.0,7,70000
Maruti Wagon R,9,12000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
Maruti Swift,11,27284,Dealer,Petrol,Manual,16.1,1197,85.0,5,291000
Maruti Wagon R,11,61000,Dealer,Petrol,Manual,20.51,998,67.04,5,195000
Maruti Wagon R,5,35000,Dealer,Petrol,Manual,21.5,1197,81.8,5,390000
Maruti Eeco,2,29500,Dealer,Petrol,Manual,16.11,1196,72.42,5,424000
Toyota Fortuner,2,590000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2850000
Honda Civic,14,60000,Individual,Petrol,Automatic,12.9,1799,130.0,5,320000
Hyundai i20,4,33181,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
Honda Amaze,2,12000,Individual,Petrol,Manual,19.5,1199,88.76,5,670000
Skoda Rapid,7,72000,Dealer,Diesel,Manual,21.14,1498,103.52,5,475000
Honda City,5,61000,Dealer,Petrol,Manual,17.8,1497,117.3,5,610000
Ford Figo,5,25780,Dealer,Petrol,Manual,18.16,1196,86.8,5,525000
Maruti Swift,9,85000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
Maruti Ertiga,8,42406,Dealer,Diesel,Manual,20.77,1248,88.76,7,625000
Renault KWID,5,53000,Individual,Petrol,Manual,25.17,799,53.3,5,230000
Maruti Ertiga,7,69000,Dealer,CNG,Manual,22.8,1373,80.9,7,615000
Hyundai Verna,8,60000,Dealer,Diesel,Manual,22.32,1582,126.32,5,460000
Hyundai i20,5,35000,Dealer,Petrol,Manual,18.6,1197,81.83,5,578000
Maruti Ertiga,2,22000,Dealer,Petrol,Manual,19.34,1462,103.0,7,935000
Maruti Ignis,4,29000,Dealer,Petrol,Manual,20.89,1197,81.8,5,520000
Mahindra Bolero,7,120000,Individual,Diesel,Manual,15.96,2523,62.1,9,500000
Maruti Eeco,5,15000,Individual,Petrol,Manual,15.37,1196,73.0,5,350000
Honda Jazz,3,24265,Dealer,Petrol,Manual,18.7,1199,88.7,5,635000
Hyundai Creta,2,19000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1075000
Mahindra XUV500,6,72000,Dealer,Diesel,Manual,15.1,2179,140.0,7,880000
Hyundai Verna,4,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,950000
Ford Ecosport,4,43000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,795000
Maruti Swift,6,52000,Dealer,Diesel,Manual,25.2,1248,74.0,5,415000
Maruti Swift,2,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,525000
Maruti Alto,10,62900,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
Maruti Alto,5,28000,Dealer,Petrol,Automatic,23.95,998,67.1,5,350000
Datsun GO,6,20000,Individual,Petrol,Manual,20.63,1198,67.06,5,250000
BMW 5,8,70000,Dealer,Diesel,Automatic,14.69,2993,258.0,5,1730000
Tata Hexa,4,41723,Dealer,Diesel,Manual,17.6,2179,153.86,7,1350000
Honda Civic,15,120000,Individual,Petrol,Automatic,12.9,1799,130.0,5,150000
Ford Figo,5,61706,Dealer,Diesel,Manual,25.83,1498,99.0,5,595000
Toyota Innova,4,70000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
Maruti Swift Dzire,5,40000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000
Hyundai i10,9,66500,Dealer,Petrol,Manual,19.81,1086,68.05,5,260000
Hyundai Creta,4,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,900000
Maruti Ciaz,4,38731,Dealer,Petrol,Manual,20.73,1373,91.1,5,765000
Honda Civic,9,70000,Individual,Petrol,Manual,14.8,1799,130.2,5,500000
Hyundai Santro,3,31286,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000
Mahindra XUV500,4,56000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
Mahindra KUV100,3,30300,Dealer,Petrol,Manual,18.15,1198,82.0,6,410000
Ford Figo,7,60000,Individual,Petrol,Manual,15.6,1196,70.02,5,175000
Honda Civic,12,81000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,490000
Maruti Vitara,4,54452,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
Hyundai Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,625000
Tata Harrier,2,68000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1550000
Volkswagen Polo,6,7000,Dealer,Petrol,Manual,16.2,1199,74.0,5,615000
Maruti Wagon R,12,113000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
Hyundai Verna,6,52000,Dealer,Diesel,Manual,23.9,1582,126.2,5,695000
Maruti Celerio,2,20000,Dealer,Petrol,Automatic,23.1,998,67.04,5,565000
Lexus ES,4,34000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
Ford Aspire,3,50000,Individual,Diesel,Manual,26.1,1498,99.23,5,800000
Tata Tiago,3,5000,Dealer,Petrol,Manual,23.84,1199,84.0,5,565000
Hyundai Grand,3,70000,Individual,Diesel,Manual,24.0,1186,73.97,5,430000
Mahindra XUV500,8,81000,Dealer,Diesel,Manual,15.1,2179,140.0,7,715000
Skoda Octavia,3,29454,Dealer,Petrol,Automatic,15.1,1798,178.0,5,2195000
Maruti S-Presso,2,8500,Individual,Petrol,Manual,21.7,998,67.0,5,430000
Mahindra XUV500,5,72000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1245000
Toyota Innova,5,72000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1765000
Maruti Ciaz,4,70000,Dealer,Diesel,Manual,28.09,1248,88.5,5,795000
Ford Ecosport,3,36000,Dealer,Diesel,Manual,23.0,1498,98.96,5,825000
Maruti Celerio,7,86000,Dealer,Petrol,Automatic,23.1,998,67.04,5,385000
Hyundai i10,11,171289,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
Maruti Ciaz,3,10000,Individual,Petrol,Manual,20.73,1373,91.1,5,780000
Hyundai i20,3,4000,Dealer,Petrol,Manual,18.6,1197,81.83,5,710000
Renault KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
Mahindra XUV500,7,114000,Dealer,Diesel,Manual,15.1,2179,140.0,7,690000
Maruti Ertiga,4,45280,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,775000
MG Hector,1,1005,Dealer,Diesel,Manual,17.41,1956,167.68,5,1585000
Mahindra XUV500,5,80000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1050000
Honda City,6,15000,Individual,Petrol,Manual,17.4,1497,117.3,5,875000
Hyundai Creta,3,35000,Individual,Diesel,Manual,22.1,1396,88.7,5,996000
Maruti Alto,11,40000,Dealer,Petrol,Manual,19.7,796,46.3,5,265000
Ford Figo,5,80000,Individual,Diesel,Manual,25.83,1498,99.0,5,400000
Hyundai i10,8,38100,Dealer,Petrol,Manual,20.36,1197,78.9,5,340000
Maruti Alto,6,35000,Individual,Petrol,Manual,22.74,796,47.3,5,270000
Tata Nexon,3,14000,Individual,Diesel,Manual,21.5,1497,108.5,5,875000
Maruti Ciaz,3,33000,Dealer,Diesel,Manual,28.09,1248,88.5,5,1000000
Maruti Swift,4,60000,Individual,Petrol,Manual,22.0,1197,81.8,5,445000
Maruti Swift Dzire,8,50000,Dealer,Petrol,Manual,19.1,1197,85.8,5,375000
Maruti Swift Dzire,5,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,500000
Volkswagen Vento,3,33000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,925000
Maruti Swift,6,40200,Individual,Diesel,Manual,25.2,1248,74.0,5,498000
Honda City,3,11000,Individual,Petrol,Manual,17.14,1497,117.6,5,1100000
